name,postcode,property_type,bedrooms,bathrooms,parking,schools,cost_text,train_station(m),CBD(m),population2022,population2023,population2024,population2025,income2022,income2023,income2024,income2025
2/46 Halter Crescent Epping VIC 3076,3076,Townhouse,3,2,1,0.4,$370 per week,1579.5,23217.9,13064.0,12978.0,12892.0,12808.0,61576,64090,66707,69431
4 Tivoli Way Mickleham VIC 3064,3064,House,4,2,2,1.2,$450,6840.5,41620.2,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
77 Rowena Parade Richmond VIC 3121,3121,House,4,1,0,0.8,$750 weekly,603.1,4005.0,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
6/2 Stenhouse Avenue Brooklyn VIC 3012,3012,Apartment / Unit / Flat,1,1,2,4.4,$260 per week,3255.2,12611.5,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142
20 York Street Reservoir VIC 3073,3073,House,3,1,1,0.5,$760.00,1529.7,11702.4,44917.0,43681.0,42480.0,41315.0,110619,115138,119847,124755
6/2A Hawker Avenue Preston VIC 3072,3072,Apartment / Unit / Flat,1,1,1,0.4,$280 per week,1861.0,11420.2,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505
"Level 5, 513/179 Boundary Road North Melbourne VIC 3051",3051,Apartment / Unit / Flat,2,2,1,0.5,$390 per week,223.9,3655.6,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172
10/70-72 Coghlan Street Niddrie VIC 3042,3042,Apartment / Unit / Flat,3,2,2,0.8,$450,4583.1,12844.0,15098.0,14973.0,14849.0,14726.0,209100,218037,227359,237084
29 Lyon Street Essendon VIC 3040,3040,House,3,1,0,0.8,$540pw/ $2346pcm,1537.0,9798.8,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638
5 Durham Court Narre Warren VIC 3805,3805,House,3,2,2,0.4,$500,4404.3,40773.2,28242.0,27981.0,27725.0,27474.0,115082,118900,122847,126927
26 Coupling Way Glenroy VIC 3046,3046,House,3,2,2,1.0,$490pw,2436.3,15742.0,46849.0,45831.0,44838.0,43867.0,188361,195851,203646,211758
2/66 Hoddle Street Abbotsford VIC 3067,3067,Apartment / Unit / Flat,2,1,0,0.4,$500 per week,679.3,3285.2,9872.0,9647.0,9427.0,9212.0,70584,72934,75362,77871
10 Dundas Road Wyndham Vale VIC 3024,3024,House,4,2,2,2.2,$350,3200.1,36198.4,52223.0,58408.0,65763.0,74600.0,250456,260727,271562,282999
49 Washington Drive Frankston VIC 3199,3199,House,4,2,3,0.3,$520,3636.8,54045.1,60500.0,59711.0,58932.0,58164.0,176387,182176,188161,194348
46-48 Wells Road Beaumaris VIC 3193,3193,House,5,3,2,0.5,"$2,250.00",1870.8,23745.6,22676.0,22499.0,22322.0,22148.0,128118,129767,131472,133235
7/6 Chandler Road Noble Park VIC 3174,3174,House,3,2,2,1.0,$480 per week/$2086 pcm,1828.2,32384.4,31243.0,30047.0,28899.0,27798.0,96270,98881,101565,104325
196/416A St Kilda Road Melbourne VIC 3004,3004,Apartment / Unit / Flat,2,2,1,1.2,$630.00,2102.4,3305.0,8538.0,8166.0,7812.0,7473.0,82000,78618,76292,74826
22 Nash Boulevard Rockbank VIC 3335,3335,House,4,2,2,1.1,$450 per week,6526.7,39588.7,25168.0,27775.0,30981.0,34979.0,134418,141788,149641,158013
15 Mushu Street Deanside VIC 3336,3336,Townhouse,4,2,1,1.8,$420 pw,7209.7,34324.5,4415.0,5931.0,7968.0,10704.0,72222,77809,83828,90313
1/78 Forrester Street Essendon VIC 3040,3040,Apartment / Unit / Flat,2,1,1,0.7,$265 per week,2694.3,10955.2,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638
4/297 Jasper Road Ormond VIC 3204,3204,Apartment / Unit / Flat,2,1,1,0.7,$360 per week,834.5,16538.7,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565
9/45 Robe Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,2,1,1,1.0,$400 per week,1838.5,7628.2,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
1004/8 Franklin Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,0,0.9,$520 Per Week,502.9,796.5,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
224 Elizabeth Drive Sunbury VIC 3429,3429,House,3,1,2,0.5,$380,2604.2,41749.4,39033.0,39423.0,39819.0,40222.0,132902,138467,144266,150309
1/68 Waverley Rd Chadstone VIC 3148,3148,House,3,2,2,1.4,$520 Per Week,1498.3,17283.6,37903.0,37069.0,36254.0,35458.0,168631,171095,173600,176148
27/180 Barkly Street St Kilda VIC 3182,3182,House,1,1,1,0.6,$420,1315.8,7088.8,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
4/115-117 Fortescue Avenue Seaford VIC 3198,3198,Apartment / Unit / Flat,1,1,1,0.7,$300 per week,709.7,51429.2,17380.0,17232.0,17085.0,16939.0,63320,65763,68300,70935
20/1251 Plenty Road Bundoora VIC 3083,3083,House,2,1,1,0.9,$300pw / $1303pcm,4601.8,17172.5,13779.0,13390.0,13013.0,12647.0,101467,104771,108188,111721
8 Pinnacle Place Berwick VIC 3806,3806,House,3,1,2,0.8,$400 Per Week!,4206.5,45631.9,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664
1/23-27 Clifton Springs Road Drysdale VIC 3222,3222,Apartment / Unit / Flat,3,1,1,0.3,$390 per week,20950.3,98840.4,25574.0,26561.0,27588.0,28655.0,188413,200009,212419,225704
2C Thompson Street Kensington VIC 3031,3031,Townhouse,3,2,1,0.6,$750pw/$3259pcm,854.9,4147.3,16185.0,15584.0,15009.0,14459.0,139670,144829,150178,155724
1/123 McDonald St Mordialloc VIC 3195,3195,Apartment / Unit / Flat,2,2,1,1.0,$500 weekly,1455.2,33208.4,40432.0,40009.0,39594.0,39186.0,308981,338274,372218,411723
2/42 Ludwig Street Springvale VIC 3171,3171,Apartment / Unit / Flat,4,2,1,0.3,$450.00,2776.0,36325.6,21806.0,20844.0,19925.0,19046.0,39932,40427,40928,41435
1501/38 Rose Lane Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,2,0,2.0,$725 per week,629.6,988.9,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
44/25 Redan Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,0.6,$240.00 per week,644.9,6848.4,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
14 Benjamin Court Kurunjang VIC 3337,3337,House,3,1,2,0.9,$350 per week / $1517 per month,4696.4,47178.5,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479
1/45 Glenola Road Chelsea VIC 3196,3196,Townhouse,3,2,2,0.2,$750,1081.8,47877.2,25945.0,25853.0,25763.0,25675.0,199298,205472,211844,218420
15 Bateman Court Coburg VIC 3058,3058,House,2,1,0,0.8,$400.00 per week,1845.0,9352.9,37334.0,36772.0,36219.0,35674.0,132414,138563,144998,151732
168 Ingles Street Port Melbourne VIC 3207,3207,Terrace,3,3,2,0.7,$950 per week,3000.8,4003.6,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021
106/519-521 High Street Road Mount Waverley VIC 3149,3149,Apartment / Unit / Flat,1,1,1,0.5,$350 per week,1307.3,22146.3,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739
7/24 Featherpark Way Craigieburn VIC 3064,3064,Townhouse,3,2,2,0.7,$360 weekly,4946.1,34706.6,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
3 Postema Drive Point Cook VIC 3030,3030,House,3,2,2,0.5,$460 per week,6355.8,29741.4,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
1/188 McKillop Street Geelong VIC 3220,3220,Apartment / Unit / Flat,2,1,1,0.6,$370 per week,1407.7,80314.4,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938
208/616 Little Collins Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,1,2.3,$475 per week,1222.8,1437.7,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
46 Maloney St Kensington VIC 3031,3031,House,3,1,1,0.4,$580 weekly,609.3,5170.1,16185.0,15584.0,15009.0,14459.0,139670,144829,150178,155724
38 Mayesbrook Road Manor Lakes VIC 3024,3024,House,4,2,2,0.6,$420,1389.6,38283.1,52223.0,58408.0,65763.0,74600.0,250456,260727,271562,282999
204/1 Dyer Street Richmond VIC 3121,3121,Apartment / Unit / Flat,2,1,1,0.0,$550 per week,1702.1,4483.2,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
2507/54 A'Beckett Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,0,1.0,$650 per week,319.5,613.1,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
10/48 Magnolia Road Elsternwick VIC 3185,3185,House,1,1,1,0.9,$298.00 per week,902.2,13437.8,10462.0,10074.0,9702.0,9343.0,143250,150160,157403,164996
"Room 6, 16 Grayling Street Belmont VIC 3216",3216,House,1,1,1,0.9,$155 pw,2184.0,88484.0,59229.0,60753.0,62377.0,64109.0,184195,192855,201927,211432
3/243 Pascoe Vale Rd Essendon VIC 3040,3040,Townhouse,2,1,2,0.4,$370 weekly,929.5,8005.5,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638
2/1503 Frankston Flinders Road Tyabb VIC 3913,3913,Apartment / Unit / Flat,2,2,1,0.4,$380,649.5,68048.7,5308.0,5312.0,5316.0,5320.0,58718,60811,62979,65224
5 Seeber Street Epping VIC 3076,3076,House,3,1,1,1.3,$400,5022.5,25386.0,13064.0,12978.0,12892.0,12808.0,61576,64090,66707,69431
305/22-24 Pakington St St Kilda VIC 3182,3182,Apartment / Unit / Flat,3,2,2,0.4,$850pw,856.4,7691.4,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
12/158 Separation Street Northcote VIC 3070,3070,Apartment / Unit / Flat,1,1,1,0.7,$300 Per Week,1105.3,7734.8,26596.0,25814.0,25056.0,24319.0,75006,78464,82081,85865
7 PENROSE PROMENADE Tarneit VIC 3029,3029,House,4,2,2,1.2,$530 per week,3611.9,29378.6,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
79 Benjamin Street Sunshine VIC 3020,3020,House,3,1,1,0.3,$360.00 per week,869.9,12938.2,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885
31 Birdie/View Birdie View Cranbourne North VIC 3977,3977,House,4,3,2,0.5,$640,2189.6,46644.8,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340
107/38 Nott Street Port Melbourne VIC 3207,3207,Apartment / Unit / Flat,1,1,1,0.6,$375.00 per week,4384.9,5387.8,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021
28 Alexander Street Seddon VIC 3011,3011,House,3,1,0,0.6,$450,527.6,7189.3,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059
1/133 Raleigh Road Maribyrnong VIC 3032,3032,Studio,1,1,0,1.2,$190 weekly,3386.4,9202.0,35686.0,34957.0,34252.0,33571.0,199379,207294,215524,224082
12 Erindale Rise Mernda VIC 3754,3754,House,3,2,1,0.9,$390,2467.1,31130.2,30585.0,31049.0,31523.0,32009.0,129749,136345,143291,150606
2604/63 Whiteman Street Southbank VIC 3006,3006,Apartment / Unit / Flat,1,1,1,0.5,$525.00,1392.4,2395.2,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480
1704/462 Elizabeth Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,2,0,1.0,$650 pw,426.5,720.1,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
803 Edgars Road Epping VIC 3076,3076,House,3,2,2,0.9,$415,5513.5,26155.3,13064.0,12978.0,12892.0,12808.0,61576,64090,66707,69431
4/5 Atlantic Street Clayton VIC 3168,3168,Townhouse,4,2,2,0.3,$480.00,2025.4,22920.9,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667
18 Lodging Drive Tarneit VIC 3029,3029,House,4,2,2,2.2,$420 Per Week,3411.6,28195.9,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
209 & 605/8 Vale Street North Melbourne VIC 3051,3051,Studio,1,1,0,0.3,$250,1749.4,2043.0,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172
10 Rotherwood Street Richmond VIC 3121,3121,House,3,3,0,0.7,"$1,450.00",897.1,3510.3,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
307B/12 Powlett Street Heidelberg VIC 3084,3084,Apartment / Unit / Flat,1,1,1,0.8,$330.00,807.3,15678.8,28735.0,28149.0,27576.0,27017.0,224487,235267,246622,258586
1/40 Cumming Street Brunswick West VIC 3055,3055,Apartment / Unit / Flat,3,1,1,0.5,$465 Per Week,2267.7,7662.4,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734
7/22 Knight Street Clayton South VIC 3169,3169,Apartment / Unit / Flat,3,2,1,1.1,$490 /week,1368.4,25108.4,24851.0,23979.0,23137.0,22325.0,111106,115474,120014,124733
1108/2 Joseph Road Footscray VIC 3011,3011,Apartment / Unit / Flat,1,1,1,1.1,$405 per week,826.5,6356.2,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059
35 Kinglake Drive Wyndham Vale VIC 3024,3024,House,4,2,2,0.8,$380 weekly,1610.0,38503.5,52223.0,58408.0,65763.0,74600.0,250456,260727,271562,282999
13/416 St Kilda Road Melbourne VIC 3004,3004,Apartment / Unit / Flat,1,1,0,1.2,$365.00,2100.7,3303.2,8538.0,8166.0,7812.0,7473.0,82000,78618,76292,74826
4312/1 Balston Street Southbank VIC 3006,3006,Apartment / Unit / Flat,2,1,0,0.8,$610.00,1598.4,2302.2,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480
10 Karrum Karrum Court Narre Warren South VIC 3805,3805,House,3,2,2,0.8,$400 Per Week,4945.3,47093.5,28242.0,27981.0,27725.0,27474.0,115082,118900,122847,126927
2909B/100 Harbour Esplanade Docklands VIC 3008,3008,Apartment / Unit / Flat,1,1,0,2.5,$350 per week,336.8,2424.5,13913.0,13061.0,12261.0,11510.0,47373,46618,45875,45144
206/2-6 Duckett Street Brunswick VIC 3056,3056,Apartment / Unit / Flat,2,1,1,1.0,$500 Per Week,331.8,5858.3,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
99B Oakleigh Rd Carnegie VIC 3163,3163,Townhouse,3,2,2,0.9,$670 weekly,1972.1,16260.7,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
2/26 Park Crescent Caulfield VIC 3162,3162,Apartment / Unit / Flat,1,1,1,0.3,$300.00 Per Week,967.4,11829.6,10845.0,10545.0,10254.0,9970.0,135790,141016,146454,152113
2/3 Rotherwood Road Ivanhoe East VIC 3079,3079,Apartment / Unit / Flat,2,1,1,0.8,$340pw/$1477pcm,738.0,14011.4,16364.0,16050.0,15742.0,15441.0,144358,149592,155016,160637
3/53 Hammond Road Dandenong VIC 3175,3175,Apartment / Unit / Flat,2,1,1,0.3,$ 275 PER WEEK,758.8,36652.3,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535
1109/2 Joseph Road Footscray VIC 3011,3011,Apartment / Unit / Flat,1,1,1,1.1,$400 per week,826.5,6356.2,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059
6 Halstead Court Cranbourne VIC 3977,3977,House,3,1,2,0.6,$440 p.w.,1508.0,50094.2,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340
473B Neerim Road Murrumbeena VIC 3163,3163,House,4,1,2,0.5,$600 weekly,350.8,15911.0,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
3/27 Walters Avenue Airport West VIC 3042,3042,Apartment / Unit / Flat,3,2,1,0.6,$495 Per Week,4581.8,14648.3,15098.0,14973.0,14849.0,14726.0,209100,218037,227359,237084
2/36 Bonview Road Malvern VIC 3144,3144,Apartment / Unit / Flat,1,1,1,0.4,$420 per week,991.5,10034.5,6080.0,5849.0,5627.0,5413.0,69198,71082,73017,75005
14 Sunny Street Sunbury VIC 3429,3429,House,3,2,2,1.1,$450,5734.5,37503.8,39033.0,39423.0,39819.0,40222.0,132902,138467,144266,150309
2/17 St Albans Road St Albans VIC 3021,3021,Apartment / Unit / Flat,2,1,1,0.8,$290,828.0,16001.1,45495.0,44112.0,42773.0,41476.0,160789,167220,173917,180890
10/12 Passfield Street Brunswick West VIC 3055,3055,Apartment / Unit / Flat,2,1,1,0.3,$370 Per Week,2029.6,6715.9,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734
6 Lindfield Court Craigieburn VIC 3064,3064,House,3,1,1,0.4,$400.00 pwk,1702.8,26299.3,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
36 Bordeaux Street Avondale Heights VIC 3034,3034,House,3,1,4,1.2,$400 Per Week,7918.2,13411.5,28349.0,28104.0,27862.0,27621.0,64231,66291,68417,70611
293A Mansfield St Thornbury VIC 3071,3071,Apartment / Unit / Flat,3,2,2,0.3,$730 Per Week,2765.3,10483.0,19944.0,19612.0,19286.0,18965.0,76383,81416,86781,92500
7/24 Bruce Drive Somerville VIC 3912,3912,Apartment / Unit / Flat,3,2,1,0.3,Contact Agent,2112.7,64809.0,12940.0,12947.0,12953.0,12959.0,123662,129508,135646,142090
5/407 South Road Brighton East VIC 3187,3187,Townhouse,3,2,2,1.2,$760,630.9,18150.2,20864.0,20462.0,20067.0,19680.0,133966,138676,143557,148615
5503/7 Riverside Quay Southbank VIC 3006,3006,Apartment / Unit / Flat,1,1,1,1.3,$600 per week,1510.0,2704.2,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480
1603/35 Malcolm Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,0,0,1,0.9,$390/week,679.3,5595.6,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
9 Swift Court Keilor Downs VIC 3038,3038,House,5,3,4,0.7,$500,2978.2,24640.5,7116.0,6954.0,6796.0,6642.0,125560,131096,136878,142917
2/980 Glen Huntly Road Caulfield South VIC 3162,3162,House,3,2,2,0.6,$695 per week,1019.0,13212.8,10845.0,10545.0,10254.0,9970.0,135790,141016,146454,152113
3/11 Ian Grove Burwood VIC 3125,3125,Apartment / Unit / Flat,2,1,1,1.0,$435.00,2753.6,17115.5,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006
9 Banrock Place Wollert VIC 3750,3750,Townhouse,2,1,1,0.3,$355 pw,6515.5,27205.6,26849.0,31638.0,37282.0,43932.0,60072,61642,63253,64906
96 Alexandra Street Greensborough VIC 3088,3088,House,3,1,2,0.4,$500pw,1818.7,22012.0,31001.0,30469.0,29946.0,29433.0,139109,144360,149815,155482
4/1 Rothesay Avenue Elwood VIC 3184,3184,Apartment / Unit / Flat,3,1,1,0.3,$660 Per Week,1005.3,8675.4,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600
32 Moore Street South Yarra VIC 3141,3141,House,2,1,0,0.5,$700 per week,808.6,5447.8,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
3/1 Adrienne Crescent Mount Waverley VIC 3149,3149,Apartment / Unit / Flat,2,1,1,0.8,$410.00,4027.9,21768.5,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739
17 Stringybark Close Manor Lakes VIC 3024,3024,House,3,1,2,1.0,$340,1400.0,37071.7,52223.0,58408.0,65763.0,74600.0,250456,260727,271562,282999
20A Charles Street Prahran VIC 3181,3181,House,3,1,1,0.2,$790.00,767.1,5958.5,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
4/315 Blackshaws Road Altona North VIC 3025,3025,Apartment / Unit / Flat,2,1,1,0.7,$320,4031.4,13294.1,15221.0,15041.0,14864.0,14688.0,71023,74651,78464,82472
16 View Park Circuit Narre Warren South VIC 3805,3805,House,6,2,4,1.3,$560,5442.2,49630.7,28242.0,27981.0,27725.0,27474.0,115082,118900,122847,126927
6/4 McPhail St Essendon VIC 3040,3040,Apartment / Unit / Flat,1,1,1,0.8,$265 weekly,532.7,8562.9,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638
46 Rankins Road Kensington VIC 3031,3031,House,2,1,0,0.4,$550pw/$2390pcm,451.9,4740.6,16185.0,15584.0,15009.0,14459.0,139670,144829,150178,155724
7/1 Hampton Parade West Footscray VIC 3012,3012,Apartment / Unit / Flat,2,1,1,0.8,$350,1661.8,9270.2,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142
2/32 Spray Street Mornington VIC 3931,3931,Apartment / Unit / Flat,1,1,1,0.7,$410 per week,13813.2,73098.1,25667.0,25361.0,25059.0,24761.0,58151,60334,62599,64949
604/300 Victoria Street Brunswick VIC 3056,3056,Apartment / Unit / Flat,2,1,1,0.7,$490 weekly,425.9,5380.2,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
 6 Nullarbor Place Caroline Springs VIC 3023,3023,House,3,2,2,1.1,$420.00,4005.6,29891.5,52422.0,53061.0,54260.0,56204.0,368141,381742,396028,411040
920/218 A'beckett Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.4,$450,282.0,916.6,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
107/183 City Road Southbank VIC 3006,3006,Apartment / Unit / Flat,2,1,1,0.9,$600.00,1635.6,2339.5,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480
3/5 Worsley Avenue Clayton South VIC 3169,3169,Townhouse,3,1,2,0.2,$595,1354.2,27075.5,24851.0,23979.0,23137.0,22325.0,111106,115474,120014,124733
13/50 Wilson Road Melton South VIC 3338,3338,Apartment / Unit / Flat,2,1,1,0.1,$265.00 per week,1525.3,46900.2,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444
1/2 Elizabeth Street Cranbourne North VIC 3977,3977,Apartment / Unit / Flat,3,1,0,0.2,$350 Per Week,2219.2,49637.4,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340
4/35 Clara Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,1,1.2,$320.00,650.7,5567.1,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
304/131 McDonald Street Mordialloc VIC 3195,3195,Apartment / Unit / Flat,2,1,1,1.1,$430 per week,1748.1,33068.7,40432.0,40009.0,39594.0,39186.0,308981,338274,372218,411723
013/80 Cheltenham Road Dandenong VIC 3175,3175,Apartment / Unit / Flat,1,1,1,1.1,$245 per week,810.5,35865.4,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535
705/1 Ascot Vale Road Flemington VIC 3031,3031,Apartment / Unit / Flat,1,1,1,0.9,$390.00 per week,973.1,5397.5,16185.0,15584.0,15009.0,14459.0,139670,144829,150178,155724
111/4 Yarra Bing Crescent Burwood VIC 3125,3125,Apartment / Unit / Flat,1,1,1,1.6,$430 per week,3446.6,18163.5,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006
10 Red Hill Road Springvale VIC 3171,3171,House,4,1,1,0.9,$550 per week,1453.5,36335.6,21806.0,20844.0,19925.0,19046.0,39932,40427,40928,41435
27/110 Bungower Road Mornington VIC 3931,3931,Apartment / Unit / Flat,3,2,2,0.9,$470 pw,10380.4,69665.3,25667.0,25361.0,25059.0,24761.0,58151,60334,62599,64949
1/232 Dawson Street Brunswick West VIC 3055,3055,Apartment / Unit / Flat,2,1,2,0.4,$540 per week,2404.0,6706.3,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734
2/6 Hill Street Frankston VIC 3199,3199,Apartment / Unit / Flat,2,1,2,0.8,$440,955.3,54544.6,60500.0,59711.0,58932.0,58164.0,176387,182176,188161,194348
210 51-59 Thistlethwaite Street South Melbourne VIC 3205,3205,Apartment / Unit / Flat,1,1,0,0.3,$400 per week,2354.4,3357.2,3182.0,3085.0,2990.0,2899.0,70585,72357,74173,76035
2/2 Thistle Grove Highett VIC 3190,3190,Apartment / Unit / Flat,2,1,1,0.9,$415.00,588.8,21291.5,12487.0,12441.0,12394.0,12348.0,78303,82506,86935,91602
1206/5 Joseph Road Footscray VIC 3011,3011,Apartment / Unit / Flat,2,2,1,1.0,$480 per week,826.1,6356.6,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059
4/21 Hamlet Street Yallambie VIC 3085,3085,House,3,2,2,0.5,$520,1360.7,21035.6,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977
2/13 Binnie Street Brighton East VIC 3187,3187,Apartment / Unit / Flat,2,1,2,1.0,$499,1893.4,16455.7,20864.0,20462.0,20067.0,19680.0,133966,138676,143557,148615
3/14 Hanby Street Brighton VIC 3186,3186,Townhouse,2,1,1,0.6,$680,1418.7,14274.2,23358.0,22572.0,21812.0,21078.0,69402,71772,74223,76758
4109/568 Collins Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,2.4,$ 470 per week,1221.7,1742.7,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
3 Cudgerie close Craigieburn VIC 3064,3064,House,4,2,2,1.4,$480,7602.3,40653.1,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
22 Smeaton Close Lara VIC 3212,3212,House,3,1,2,1.5,$430.00,1462.9,57783.5,20108.0,20454.0,20806.0,21164.0,66236,68937,71748,74674
1A Kirby Court St Albans VIC 3021,3021,House,3,2,2,0.4,$460,1286.8,27728.6,45495.0,44112.0,42773.0,41476.0,160789,167220,173917,180890
23 Congo Drive Tarneit VIC 3029,3029,House,4,2,2,1.2,$460pw,7238.3,32815.1,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457
5/100 Rowena Parade Richmond VIC 3121,3121,Apartment / Unit / Flat,1,1,1,0.8,$340 per week,698.3,4040.9,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
909/22-24 Jane Bell Lane Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,1,1.0,$600.00 per week,845.0,806.0,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
1/14 The Crescent Highett VIC 3190,3190,House,3,2,1,0.9,$785 per week,1828.9,22568.2,12487.0,12441.0,12394.0,12348.0,78303,82506,86935,91602
2/22 Winsome Street Mentone VIC 3194,3194,Townhouse,3,2,1,0.8,$750 Per Week,778.6,24114.0,13375.0,12961.0,12561.0,12173.0,146309,154114,162338,171004
13/401 Alma Rd Caulfield North VIC 3161,3161,Apartment / Unit / Flat,2,1,1,0.7,$340 weekly,1146.8,9830.0,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
2704/33 Mackenzie Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,2,0,0.7,$680 Per Week,921.8,1078.4,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
